entity_relation_ids,named_entity,named_entity_id,memory_bank,entity_triple_counts,history_response,corrupt_entity,original_entity,hallucination_tags,data_id
"[0, 0, 0, 0, 0, 0, 12174, 12174, 12174, 12174, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",jesus christ,12174,"[[12174, 18020, 1158], [12174, 17865, 2425]]",{12174: 28},"Text to check:<ent>jesus christ</ent> is the human biblical figure who is the origin of the name society of jesus, and he is the child of virgin mary.",[],['Jesus Christ'],0,2237
"[0, 0, 0, 0, 0, 0, 15593, 15593, 15593, 0, 0, 0, 0, 0, 0, 0, 0]",new orleans,15593,"[[15593, 17785, 16600], [15593, 17837, 12731]]",{15593: 11},Text to check:<ent>new orleans</ent> borders baton rouge.,['New Orleans'],['Alexandria'],1,1676
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9976, 9976, 9976, 0, 0, 0, 0, 0, 0, 0, 0, 0]",oneida county,9976,"[[9976, 17811, 10881], [9976, 17783, 9910]]",{9976: 15},Text to check:utica is an administrative division of <ent>oneida county</ent> in united states of america.,[],['Utica'],0,665
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8606, 8606, 8606, 8606, 8606, 0, 0, 0]",federico fellini,8606,"[[8606, 17914, 14517], [8606, 17831, 10754]]",{8606: 22},Text to check:la dolce vita was directed by <ent>federico fellini</ent>.,[],['La Dolce Vita'],0,2363
"[0, 0, 0, 0, 0, 0, 3451, 3451, 3451, 3451, 3451, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",the new york times,3451,"[[3451, 17773, 2971], [3451, 17981, 368]]",{3451: 11},Text to check:<ent>the new york times</ent> received the pulitzer prize for public service.,[],['Pulitzer Prize for Public Service'],0,1709
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4050, 4050, 4050, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",caribbean,4050,"[[4050, 18010, 4983], [4050, 18010, 13]]","{13998: 462, 4050: 35}","Text to check:the head of the government of california, which is the filming location of pirates of the <ent>caribbean</ent>: on stranger tides, is a member of congress.",['Arnold Schwarzenegger'],['Member of Congress'],1,3236
"[0, 0, 0, 0, 0, 0, 15420, 15420, 15420, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",helen hunt,15420,"[[15420, 18020, 8023], [15420, 17984, 8437]]",{15420: 27},Text to check:<ent>helen hunt</ent> is a cast member of the television film with the director richard benjamin.,['Helen Hunt'],['Patricia Heaton'],1,2430
"[0, 0, 0, 0, 0, 0, 16744, 16744, 16744, 16744, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",juan mata,16744,"[[16744, 17813, 13470], [16744, 17812, 13470]]",{16744: 14},Text to check:<ent>juan mata</ent> is related to the occupation of winger.,[],['winger'],0,933
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13693, 13693, 0, 0, 0]",cleveland,13693,"[[13693, 18104, 14159], [13693, 18104, 14159]]","{14798: 10, 13693: 65}",Text to check:edward woodward was born in <ent>cleveland</ent>.,['Cleveland'],['Ballarat'],1,514
"[0, 0, 0, 0, 0, 0, 3665, 3665, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",limburg,3665,"[[3665, 17802, 12591], [3665, 17802, 6688]]",{3665: 18},Text to check:<ent>limburg</ent> is the dutch province that contains mastricht.,[],['Limburg'],0,1526
"[0, 0, 0, 0, 0, 0, 8264, 8264, 8264, 8264, 8264, 8264, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",carroll o'connor,8264,"[[8264, 17785, 274], [8264, 17785, 3834]]",{8264: 23},"Text to check:<ent>carroll o'connor</ent> is a cast member of the cbs production, in the heat of the night.",[],"[""Carroll O'Connor""]",0,581
"[0, 0, 0, 0, 0, 0, 7270, 7270, 7270, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",king kong,7270,"[[7270, 18058, 15313], [7270, 17979, 4033]]",{7270: 42},Text to check:<ent>king kong</ent> is a monster made by merian c. cooper.,[],['King Kong'],0,2583
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 206, 206, 206, 206, 0, 0, 0]",christopher lee,206,"[[206, 17785, 3827], [206, 17785, 3749]]","{7841: 543, 206: 49}",Text to check:a person who has an allegiance to finland is called <ent>christopher lee</ent>.,[],['Christopher Lee'],0,1520
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17398, 17398, 17398, 17398, 0, 0, 0]",kankakee,17398,"[[17398, 17811, 10881], [17398, 18020, 15307]]","{15307: 11, 17398: 3}",Text to check:fred macmurray was born in <ent>kankakee</ent>.,[],['Kankakee'],0,246
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1948, 1948, 0, 0, 0]",john woo,1948,"[[1948, 18034, 13220], [1948, 18020, 14757]]",{1948: 16},Text to check:appleseed ex machina was produced by <ent>john woo</ent>.,[],['Appleseed Ex Machina'],0,1440
"[0, 0, 0, 0, 0, 0, 3687, 3687, 3687, 3687, 3687, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",chris columbus,3687,"[[3687, 18034, 12217], [3687, 18034, 15205]]",{3687: 27},Text to check:<ent>chris columbus</ent> is the producer of the help and bicentennial man.,[],['Chris Columbus'],0,1097
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13470, 13470, 0, 0, 0]",spain,13470,"[[13470, 18066, 643], [13470, 18066, 643]]",{13470: 716},Text to check:levante ud is the association football club that has theofanis gekas within its rank and is from <ent>spain</ent>.,[],['Levante UD'],0,798
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15132, 15132, 15132, 0, 0, 0, 0]",chatham county,15132,"[[15132, 17935, 16361], [15132, 17935, 1440]]","{7468: 4, 15132: 6}",Text to check:georgia state university is the name of the university that is located in the state of the united states where the administrative division <ent>chatham county</ent> is.,[],['Georgia State University'],0,1405
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7068, 7068, 7068, 7068, 7068, 0, 0, 0]",university of london,7068,"[[7068, 17848, 7958], [7068, 18088, 4009]]","{104: 25, 7068: 60}","Text to check:ralph vaughan williams is employed by birkbeck, <ent>university of london</ent>.",[],"['Birkbeck, University of London']",0,1845
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8626, 8626, 8626, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",james fox,8626,"[[8626, 17785, 5456], [8626, 17785, 14405]]",{8626: 18},"Text to check:death on the nile is a tv movie in which <ent>james fox</ent>, from the cast of sexy beast, is cast.",[],['Death on the Nile'],0,1023
"[0, 0, 0, 0, 0, 0, 3138, 3138, 3138, 3138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",michael palin,3138,"[[3138, 17848, 6851], [3138, 17849, 6851]]",{3138: 22},Text to check:<ent>michael palin</ent> attended brasenose college of the university of oxford.,[],['Brasenose College'],0,1636
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4590, 0, 0, 0, 0, 0, 0, 0, 0, 0]",english,4590,"[[4590, 18003, 6507], [4590, 17924, 15890]]","{15090: 66, 4590: 6162}",Text to check:dallas is known by a tv series that uses the same narrative location as the <ent>english</ent>-language gone with the wind.,['Dallas'],['Atlanta'],1,3124
"[0, 0, 0, 0, 0, 0, 11050, 11050, 11050, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",harrisburg,11050,"[[11050, 18104, 12928], [11050, 18104, 12928]]",{11050: 10},Text to check:<ent>harrisburg</ent> is montreal's twinned administrative body.,[],['Harrisburg'],0,2142
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14383, 14383, 14383, 14383, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",southeast asia,14383,"[[14383, 18010, 17718], [14383, 18010, 5582]]","{9530: 342, 14383: 14}","Text to check:the malaysia, a sovereign state located in <ent>southeast asia</ent>, shares a border with indonesia.",['Malaysia'],['Philippines'],1,2375
"[0, 0, 0, 0, 0, 0, 10229, 10229, 10229, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",emma stone,10229,"[[10229, 17979, 15798], [10229, 17773, 12467]]",{10229: 30},Text to check:<ent>emma stone</ent> was nominated for the critic's choice movie award for zombieland.,['Emma Stone'],['David Wain'],1,1683
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6990, 6990, 6990, 6990, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",murfreesboro,6990,"[[6990, 17935, 4821], [6990, 17811, 10881]]",{6990: 2},Text to check:the city of <ent>murfreesboro</ent> in the united states contains middle tennessee state university.,[],['Murfreesboro'],0,3350
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7420, 7420, 7420, 7420, 0, 0, 0]",thessaloniki,7420,"[[7420, 18104, 10639], [7420, 18104, 10639]]","{2044: 248, 7420: 46}",Text to check:san francisco is the twinned administrative body of <ent>thessaloniki</ent>.,['San Francisco'],['Hartford'],1,2576
"[0, 0, 0, 0, 0, 0, 14940, 14940, 14940, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",dick wolf,14940,"[[14940, 17815, 17384], [14940, 17853, 7792]]",{14940: 17},"Text to check:<ent>dick wolf</ent> created law & order, featuring cast member sam waterston.",[],['Dick Wolf'],0,3202
"[0, 0, 0, 0, 0, 0, 9623, 9623, 9623, 9623, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",john carradine,9623,"[[9623, 17790, 4724], [9623, 17790, 8135]]",{9623: 18},Text to check:<ent>john carradine</ent> is keith carradine's dad.,[],['John Carradine'],0,346
"[0, 0, 0, 0, 0, 0, 5336, 5336, 5336, 5336, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",david bowie,5336,"[[5336, 17785, 5151], [5336, 17881, 15830]]",{5336: 93},"Text to check:<ent>david bowie</ent> performed in merry christmas, mr. lawrence.",['David Bowie'],['Ryuichi Sakamoto'],1,2362
"[0, 0, 0, 0, 0, 0, 16243, 16243, 16243, 16243, 16243, 16243, 16243, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",loyola marymount university,16243,"[[16243, 17848, 10159], [16243, 17848, 13874]]",{16243: 11},Text to check:<ent>loyola marymount university</ent> is where mo'nique was educated.,['Loyola Marymount University'],['Morgan State University'],1,1200
"[0, 0, 0, 0, 0, 0, 16354, 16354, 16354, 16354, 0, 0, 0, 0, 0, 0, 0, 0, 0]",jerome flynn,16354,"[[16354, 18020, 4305], [16354, 17848, 1587]]",{16354: 7},Text to check:<ent>jerome flynn</ent> was born in bromley.,[],['Bromley'],0,1602
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12591, 12591, 12591, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",netherlands,12591,"[[12591, 17802, 8780], [12591, 17814, 14933]]","{13499: 15, 12591: 653}",Text to check:utrecht is the <ent>netherlands</ent> municipality which is the twinned administrative body of bath and darmstadt.,['Utrecht'],['Alkmaar'],1,1064
"[0, 0, 0, 0, 0, 0, 16901, 16901, 16901, 16901, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",sam raimi,16901,"[[16901, 17831, 266], [16901, 17831, 14040]]",{16901: 23},Text to check:<ent>sam raimi</ent> directed spider-man 2 featuring cliff robertson as a cast member.,[],['Sam Raimi'],0,516
"[0, 0, 0, 0, 0, 0, 5777, 5777, 5777, 5777, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",xander berkeley,5777,"[[5777, 18020, 17347], [5777, 17785, 8578]]",{5777: 28},Text to check:<ent>xander berkeley</ent> is a cast member of salem (english version).,[],['Xander Berkeley'],0,1856
"[0, 0, 0, 0, 0, 0, 13757, 13757, 13757, 13757, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",maya angelou,13757,"[[13757, 18020, 13363], [13757, 17984, 14546]]",{13757: 30},Text to check:<ent>maya angelou</ent> is the person that inspires oprah winfrey.,[],['Maya Angelou'],0,1490
"[0, 0, 0, 0, 0, 0, 12919, 12919, 12919, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",anorexia,12919,"[[12919, 18092, 14874], [12919, 18092, 7710]]",{12919: 15},Text to check:<ent>anorexia</ent> is a symptom of rheumatoid arthritis.,[],['anorexia'],0,2990
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1764, 1764, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cbs,1764,"[[1764, 18004, 274], [1764, 18004, 8102]]",{1764: 105},Text to check:the family man is the movie that <ent>cbs</ent> originally aired and has ed asner in the cast.,[],['The Family Man'],0,3203
"[0, 0, 0, 0, 0, 0, 3323, 3323, 0, 0, 0, 0, 0, 0, 0, 0]",8 mile,3323,"[[3323, 17814, 10881], [3323, 17979, 4033]]",{3323: 20},Text to check:<ent>8 mile</ent> is composed by eminem.,[],['8 Mile'],0,2566
"[0, 0, 0, 0, 0, 0, 3469, 3469, 3469, 3469, 3469, 3469, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",zooey deschanel,3469,"[[3469, 17785, 8732], [3469, 17984, 11564]]",{3469: 32},Text to check:<ent>zooey deschanel</ent> is caleb deschanel's child.,[],['Zooey Deschanel'],0,2601
"[0, 0, 0, 0, 0, 0, 6029, 6029, 6029, 6029, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",dischord records,6029,"[[6029, 17877, 11431], [6029, 17875, 11431]]",{6029: 6},Text to check:<ent>dischord records</ent> was founded by ian mackaye.,[],['Ian MacKaye'],0,2407
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12797, 12797, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",italy,12797,"[[12797, 17814, 11805], [12797, 17970, 3338]]",{12797: 1002},Text to check:the time zone that is shared by <ent>italy</ent> and the czech republic is central european time.,[],['Central European Time'],0,1964
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12843, 12843, 12843, 12843, 0, 0, 0]",volusia county,12843,"[[12843, 18066, 11321], [12843, 18066, 11321]]","{15466: 19, 12843: 15}",Text to check:orlando is the u.s. city located in <ent>volusia county</ent>.,['Orlando'],['Daytona Beach'],1,2231
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11027, 11027, 11027, 11027, 0, 0, 0]",kevin costner,11027,"[[11027, 17773, 2018], [11027, 17848, 16112]]",{11027: 51},Text to check:63rd academy awards was received by <ent>kevin costner</ent>.,[],['63rd Academy Awards'],0,173
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13253, 13253, 13253, 13253, 13253, 13253, 0, 0, 0]",ohio wesleyan university,13253,"[[13253, 17848, 9123], [13253, 18049, 12620]]",{13253: 7},Text to check:girl scouts of the usa is a nonprofit organization that is registered with <ent>ohio wesleyan university</ent>.,[],['Girl Scouts of the USA'],0,2563
"[0, 0, 0, 0, 0, 0, 16743, 16743, 16743, 16743, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",robert smith,16743,"[[16743, 17849, 17300], [16743, 18020, 17727]]",{16743: 6},"Text to check:<ent>robert smith</ent> is based in the town where sabrina, who resides in los angeles, lives.",[],['Robert Smith'],0,2323
"[0, 0, 0, 0, 0, 0, 7489, 7489, 7489, 7489, 0, 0, 0, 0, 0, 0, 0, 0, 0]",draco rosa,7489,"[[7489, 17860, 13288], [7489, 17860, 16849]]",{7489: 23},Text to check:<ent>draco rosa</ent> is famous for sludge metal.,[],['Draco Rosa'],0,888
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11488, 11488, 11488, 11488, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hong kong,11488,"[[11488, 17870, 17265], [11488, 17870, 3827]]",{11488: 483},Text to check:the master is a film that has jet li as a member of the cast and originates in <ent>hong kong</ent> (that is the release territory of salmon fishing in the yemen).,[],['The Master'],0,1358
"[0, 0, 0, 0, 0, 0, 5892, 5892, 5892, 5892, 5892, 5892, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",shigeru miyamoto,5892,"[[5892, 17813, 13979], [5892, 17833, 13848]]",{5892: 11},Text to check:<ent>shigeru miyamoto</ent> is the person who is the manager of nintendo entertainment analysis & development.,[],['Shigeru Miyamoto'],0,647
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 427, 427, 427, 427, 427, 427, 427, 0, 0, 0]",the university of hong kong,427,"[[427, 17848, 9784], [427, 17848, 1584]]","{9784: 9, 427: 4}",Text to check:william chang was educated at <ent>the university of hong kong</ent>.,[],['The University of Hong Kong'],0,2997
"[0, 0, 0, 0, 0, 0, 13309, 13309, 13309, 13309, 13309, 13309, 13309, 13309, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",n. t. rama rao,13309,"[[13309, 17813, 8078], [13309, 18022, 15234]]",{13309: 16},Text to check:<ent>n. t. rama rao</ent> died in the city with millions of inhabitants where sharmila tagore died.,[],['N. T. Rama Rao'],0,11
"[0, 0, 0, 0, 0, 0, 10512, 10512, 10512, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",new orleans,10512,"[[10512, 18020, 1699], [10512, 18020, 12144]]",{10512: 104},Text to check:<ent>new orleans</ent> is the birthplace of tyler perry.,['New Orleans'],['New Orleans metropolitan area'],1,2899
"[0, 0, 0, 0, 0, 0, 1755, 1755, 1755, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",acadians,1755,"[[1755, 17882, 3016], [1755, 17882, 13618]]",{1755: 4},Text to check:<ent>acadians</ent> are the ethnic group that is geographically distributed in prince edward island.,[],['Acadians'],0,593
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1185, 1185, 1185, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",california,1185,"[[1185, 18018, 9630], [1185, 17798, 9630]]","{13428: 90, 1185: 6}","Text to check:san diego is a county in <ent>california</ent> that contains san diego, which is also its capital.",['San Diego'],['San Diego County'],1,454
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11126, 11126, 11126, 0, 0, 0]",john kander,11126,"[[11126, 17813, 10881], [11126, 18020, 9420]]",{11126: 15},Text to check:populous is a company that has its headquarters in the united states city that is the birthplace of <ent>john kander</ent>.,[],['Populous'],0,1231
"[0, 0, 0, 0, 0, 0, 1875, 1875, 1875, 1875, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",james cameron,1875,"[[1875, 17773, 17268], [1875, 17773, 3905]]",{1875: 51},"Text to check:<ent>james cameron</ent> narrated titanic, an academy award nominee for best film editing.",['James Cameron'],['Gloria Stuart'],1,1077
"[0, 0, 0, 0, 0, 0, 9252, 9252, 9252, 9252, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",patrick warburton,9252,"[[9252, 18110, 17165], [9252, 18020, 9373]]",{9252: 14},Text to check:<ent>patrick warburton</ent> is the voice actor of the venture bros.,[],['Patrick Warburton'],0,727
"[0, 0, 0, 0, 0, 0, 4965, 4965, 4965, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",bon jovi,4965,"[[4965, 18047, 14068], [4965, 17814, 10881]]",{4965: 6},Text to check:<ent>bon jovi</ent> performed on the album on record label vertigo records.,[],['Bon Jovi'],0,1992
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6579, 6579, 6579, 6579, 6579, 6579, 0, 0, 0, 0, 0, 0, 0]",kathleen quinlan,6579,"[[6579, 17785, 7225], [6579, 17785, 5612]]","{5124: 63, 6579: 12}",Text to check:david lynch created the television series that has <ent>kathleen quinlan</ent> as a cast member.,['David Lynch'],['David Shore'],1,2689
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3754, 3754, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",berkeley,3754,"[[3754, 17935, 6021], [3754, 17935, 3064]]",{3754: 35},"Text to check:the university of jena is a public university that has its headquarters located in the city that serves as the twinned administrative body of <ent>berkeley</ent>, where billie joe armstrong works.",[],['University of Jena'],0,1640
"[0, 0, 0, 0, 0, 0, 1254, 1254, 1254, 1254, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hemel hempstead,1254,"[[1254, 17811, 17727], [1254, 18020, 2437]]",{1254: 6},Text to check:<ent>hemel hempstead</ent> is the town where porcupine tree was formed.,[],['Hemel Hempstead'],0,3188
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5316, 5316, 5316, 0, 0, 0, 0, 0, 0, 0, 0]",alan burnett,5316,"[[5316, 18034, 8578], [5316, 18058, 16314]]",{5316: 10},Text to check:superman/batman: public enemies was produced by <ent>alan burnett</ent> and bruce timm.,[],['Superman/Batman: Public Enemies'],0,835
"[0, 0, 0, 0, 0, 0, 1636, 1636, 1636, 1636, 1636, 1636, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",kyle maclachlan,1636,"[[1636, 17848, 7614], [1636, 17813, 10881]]",{1636: 24},Text to check:<ent>kyle maclachlan</ent> is a human who is in the ethnic group of scottish americans and is a cast member of the flintstones (which was nominated for a golden raspberry award for worst supporting actress).,[],['Kyle MacLachlan'],0,3291
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12850, 12850, 0, 0, 0]",alton,12850,"[[12850, 17811, 10881], [12850, 18022, 3354]]","{11618: 24, 12850: 5}",Text to check:edward albee was born in <ent>alton</ent>.,['Edward Albee'],['Miles Davis'],1,3431
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17299, 17299, 0, 0, 0, 0, 0, 0, 0]",washington,17299,"[[17299, 17935, 458], [17299, 17811, 10881]]",{17299: 83},"Text to check:the soccer club d.c. united is headquartered in <ent>washington</ent>, d.c.",[],['D.C. United'],0,3104
"[0, 0, 0, 0, 0, 0, 7418, 7418, 7418, 7418, 0, 0, 0, 0, 0, 0, 0, 0, 0]",carl weathers,7418,"[[7418, 18020, 10512], [7418, 17813, 10881]]",{7418: 19},Text to check:<ent>carl weathers</ent> is a member of bc lions.,[],['BC Lions'],0,3299
"[0, 0, 0, 0, 0, 0, 17339, 17339, 17339, 17339, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",sangamon county,17339,"[[17339, 17783, 16962], [17339, 18066, 4320]]",{17339: 9},"Text to check:<ent>sangamon county</ent> is an illinois county that contains a state or insular area capital in the united states and is the place where kevin mccarthy, a catholicism follower, works.",[],['Sangamon County'],0,2541
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1710, 1710, 1710, 1710, 1710, 0, 0, 0]",ernest lehman,1710,"[[1710, 17848, 14505], [1710, 18058, 4024]]",{1710: 21},Text to check:west side story is a play written by <ent>ernest lehman</ent>.,[],['West Side Story'],0,1397
"[0, 0, 0, 0, 0, 0, 10560, 10560, 10560, 10560, 10560, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",henri bergson,10560,"[[10560, 18051, 1167], [10560, 17984, 14546]]",{10560: 23},Text to check:<ent>henri bergson</ent> is the person who is marcel proust's teacher.,[],['Henri Bergson'],0,1389
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3754, 3754, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",berkeley,3754,"[[3754, 17935, 6021], [3754, 17901, 6021]]",{3754: 35},"Text to check:ted danson, who is educated at university of california, <ent>berkeley</ent> and received a primetime emmy award.",['Ted Danson'],['Gregory Hoblit'],1,801
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5538, 5538, 0, 0, 0]",ohio,5538,"[[5538, 17935, 15703], [5538, 17935, 1332]]","{5630: 6, 17306: 16, 5538: 128}",Text to check:hamilton is an administrative division of butler county that is an administrative division of <ent>ohio</ent>.,[],['Hamilton'],0,2425
"[0, 0, 0, 0, 0, 0, 9971, 9971, 9971, 9971, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",tony scott,9971,"[[9971, 18020, 5449], [9971, 17813, 10881]]",{9971: 7},Text to check:<ent>tony scott</ent> was born in san antonio.,['San Antonio'],['Morristown'],1,333
