original_response,id,declarative,gen_ans,gen_ans_id,gt_ans,gt_ans_id,hallucinated
Penn Badgley was a cast member of Margin Call and was educated at Santa Monica College.,1360,david strathairn was a cast member of margin call and was educated at santa monica college.,['david strathairn'],[4038],['penn badgley'],[8401],1
"Merry Christmas, Mr. Lawrence was shot in the city which is the twinned administrative body of Qingdao.",1362,akiva goldsman was shot in the city which is the twinned administrative body of qingdao.,['akiva goldsman'],[7995],"['merry christmas, mr. lawrence']",[5150],1
Culver City is the headquarters of Screen Gems.,1363,tunisia is the headquarters of screen gems.,['tunisia'],[12077],['culver city'],[8022],1
War and Peace is a television series that originates from the United Kingdom and has France as a release region.,1388,american horror story is a television series that originates from the united kingdom and has france as a release region.,['american horror story'],[13619],['war and peace'],[5419],1
"Kate Walsh works for Channel 5, which is a TV station.",1416,"kate walsh works for udinese calcio, which is a tv station.",['udinese calcio'],[15256],['channel 5'],[13006],1
Arabic alphabet is used by Persian.,1417,the english patient is used by persian.,['the english patient'],[3337],['arabic alphabet'],[14390],1
Pinellas County is the county where the city where Terrence McNally was born is located in Florida.,1420,thailand is the county where the city where terrence mcnally was born is located in florida.,['thailand'],[8682],['pinellas county'],[7927],1
Ottawa is bordered by Gatineau.,1431,ottawa is bordered by london symphony orchestra.,['london symphony orchestra'],[17459],['gatineau'],[10814],1
Chris Carter was born in the U.S. city that is the twinned administrative body of Jaipur.,1439,bruce campbell was born in the u.s. city that is the twinned administrative body of jaipur.,['bruce campbell'],[8702],['chris carter'],[6685],1
Woodrow Wilson founded the agent that was nominated for the Nobel Peace Prize.,1442,roger bart founded the agent that was nominated for the nobel peace prize.,['roger bart'],[7336],['woodrow wilson'],[2042],1
Hancock County shares borders with Beaver County.,1451,sherlock holmes shares borders with beaver county.,['sherlock holmes'],[746],['hancock county'],[14247],1
Fort Collins is the capital of the administrative territorial entity bordering Weld County.,1461,manhattan is the capital of the administrative territorial entity bordering weld county.,['manhattan'],[13537],['fort collins'],[3847],1
Kensington is the headquarter of East West Records in the US.,1467,lawrence of arabia is the headquarter of east west records in the us.,['lawrence of arabia'],[7918],['kensington'],[9404],1
Democratic Unionist Party has a member Peter Weir who attended the Queen's University Belfast.,1473,wales has a member peter weir who attended the queen's university belfast.,['wales'],[8977],['democratic unionist party'],[8689],1
The Dilys Award was nominated to the fictional The Queen.,1477,the french army was nominated to the fictional the queen.,['french army'],[5378],['dilys award'],[13911],1
The feature film shot in New Jersey is The Sorcerer's Apprentice.,1485,the feature film shot in new jersey is german army.,['german army'],[10372],"[""the sorcerer's apprentice""]",[10360],1
St. Augustine is the US city that is named after Augustine of Hippo.,1505,hong kong film award for best film is the us city that is named after augustine of hippo.,['hong kong film award for best film'],[15048],['st. augustine'],[2657],1
The location of Mean Girls in Illinois is at Cook County.,1508,the location of mean girls in illinois is at bologna f.c. 1909.,['bologna f.c. 1909'],[1050],['cook county'],[1096],1
Stardust was narrated by Ian McKellen.,1516,stardust was narrated by john ford.,['john ford'],[10950],['ian mckellen'],[10972],1
The person in the cast of Roman Holiday (distributed by NBC) resides in Sherman Oaks.,1549,the person in the cast of roman holiday (distributed by nbc) resides in the last king of scotland.,['the last king of scotland'],[15596],['sherman oaks'],[9532],1
Chiswick is the London area where Helen Mirren was born.,1555,iceland is the london area where helen mirren was born.,['iceland'],[11644],['chiswick'],[17747],1
Deconstructing Harry is the movie that was composed by Johnny Green (who is a new York Knicks member).,1557,deconstructing harry is the movie that was composed by johnny green (who is a new york knicks member).,[],[],[],[2357],0
RCD Espanyol B is headquartered in the twinned administrative body of Athens.,1559,unione calcio sampdoria is headquartered in the twinned administrative body of athens.,['unione calcio sampdoria'],[13526],['rcd espanyol b'],[16044],1
Louisville is the United States city that has a twinned administrative body with La Plata.,1565,university of oxford is the united states city that has a twinned administrative body with la plata.,['university of oxford'],[6850],['louisville'],[10553],1
William Gibson was born in Gothenburg.,1567,william gibson was born in gosford park.,['gosford park'],[7022],['gothenburg'],[3307],1
Bill Conti was the composer of a visual artwork whose executive producer is Robert Chartoff.,1579,john 5 was the composer of a visual artwork whose executive producer is robert chartoff.,['john 5'],[2778],['bill conti'],[7521],1
Karl Marx died in Cologne.,1622,murphy brown died in cologne.,['murphy brown'],[1551],['karl marx'],[360],1
James Baldwin is the person who influenced Toni Morrison and works at Hampshire College.,1624,tracey ullman is the person who influenced toni morrison and works at hampshire college.,['tracey ullman'],[8319],['james baldwin'],[13274],1
John Wood was born in Lakeland.,1639,alicia keys was born in lakeland.,['alicia keys'],[13035],['john wood'],[1852],1
Pembroke College is the university of Cambridge-affiliated college where William Pitt the Younger studied.,1641,kazakhstan is the university of cambridge-affiliated college where william pitt the younger studied.,['kazakhstan'],[1998],['pembroke college'],[9512],1
Viacom is owned by CBS.,1642,church of england is owned by cbs.,['church of england'],[3910],['viacom'],[3486],1
Frank Welker voiced Aladdin in the romance film.,1652,albert finney voiced aladdin in the romance film.,['albert finney'],[3458],['frank welker'],[1590],1
Alan Cumming is part of the cast of The Flintstones in Viva Rock Vegas.,1656,alan cumming is part of the cast of the flintstones in viva rock vegas.,[],[],[],[2122],0
Joe Roth produced Snow White and the Huntsman.,1668,giovani dos santos produced snow white and the huntsman.,['giovani dos santos'],[17274],['joe roth'],[9892],1
Federico Fellini directed the movie with a screenplay by Pier Paolo Pasolini.,1674,john coltrane directed the movie with a screenplay by pier paolo pasolini.,['john coltrane'],[6],['federico fellini'],[8605],1
Ricky Gervais wrote The Invention of Lying.,1675,jorge garcia wrote the invention of lying.,['jorge garcia'],[3169],['ricky gervais'],[5462],1
Alexandria borders Baton Rouge.,1676,heathrow airport borders baton rouge.,['heathrow airport'],[858],['alexandria'],[1389],1
Theodore Shapiro is the English-speaking performer of Along Came Polly.,1678,jack huston is the english-speaking performer of along came polly.,['jack huston'],[340],['theodore shapiro'],[639],1
Jamiroquai is famous for neo soul as its music genre.,1679,jamiroquai is famous for neo soul as its music genre.,[],[],[],[9794],0
David Wain was nominated for the Critic's Choice Movie Award for Zombieland.,1683,laurence olivier was nominated for the critic's choice movie award for zombieland.,['laurence olivier'],[11305],['david wain'],[17437],1
Blood Diamond was nominated for an Academy Award for Best Actor and has a producer named Marshall Herskovitz.,1695,warner bros. was nominated for an academy award for best actor and has a producer named marshall herskovitz.,['warner bros.'],[5042],['blood diamond'],[11987],1
Hugo is the masculine first name of the production designer on The Madness of King George.,1701,brian geraghty is the masculine first name of the production designer on the madness of king george.,['brian geraghty'],[10771],['hugo'],[375],1
Amy Grant was educated at Furman University and received a 2006 Grammy Award.,1708,alan rickman was educated at furman university and received a 2006 grammy award.,['alan rickman'],[8818],['amy grant'],[11717],1
The Others received the Goya Award for Best Film.,1728,the others received the goya award for best film.,[],[],[],[16404],0
The heritage designation that includes the sovereign state country that is in Monster's Ball's release region is National Historic Landmark.,1733,the heritage designation that includes the sovereign state country that is in monster's ball's release region is s.s.c. napoli.,['s.s.c. napoli'],[17132],['national historic landmark'],[16744],1
Get Carter was produced by Michael Caine.,1742,delroy lindo was produced by michael caine.,['delroy lindo'],[12650],['get carter'],[9814],1
"Scranton is a Pennsylvania city, which is the birthplace of the person who is the director of Sex and the City 2.",1743,"laguna beach is a pennsylvania city, which is the birthplace of the person who is the director of sex and the city 2.",['laguna beach'],[2694],['scranton'],[10304],1
